market,arrival_date,price
Burdwan (CC),24-01-2016,
Chennai (CC),24-01-2016,420
Bengaluru (CC),24-01-2016,412
Delhi (CC),24-01-2016,426
E.Godavari,24-01-2016,385
Hyderabad,24-01-2016,395
Ludhiana,24-01-2016,395
Midnapur (KOL),24-01-2016,
Mumbai (CC),24-01-2016,435
Muzaffurpur (CC),24-01-2016,
Chittoor,24-01-2016,413
Allahabad (CC),25-01-2016,428
Pune,25-01-2016,430
Ranchi (CC),25-01-2016,
Vijayawada,25-01-2016,388
Vizag,25-01-2016,400
W.Godavari,25-01-2016,388
Warangal,25-01-2016,403
Bhopal,25-01-2016,425
Varanasi (CC),25-01-2016,447
Indore (CC),25-01-2016,410
Jabalpur,25-01-2016,423
Kanpur (CC),25-01-2016,452
Kolkata (WB),25-01-2016,422
Luknow (CC),25-01-2016,452
Raipur,25-01-2016,430
Surat,25-01-2016,
Hospet,25-01-2016,382
Patna,25-01-2016,
Namakkal,25-01-2016,415
Mysuru,25-01-2016,423
Ahmedabad,25-01-2016,439
Ajmer,25-01-2016,421
Asansole,25-01-2016,
Barwala,25-01-2016,417
Bengaluru (CC),25-01-2016,412
Brahmapur (OD),25-01-2016,
Burdwan (CC),25-01-2016,
Chennai (CC),25-01-2016,420
Nagpur,25-01-2016,410
Delhi (CC),25-01-2016,440
E.Godavari,25-01-2016,388
Hyderabad,25-01-2016,400
Ludhiana,25-01-2016,411
Midnapur (KOL),25-01-2016,
Mumbai (CC),25-01-2016,435
Muzaffurpur (CC),25-01-2016,
Chittoor,25-01-2016,413
Ranchi (CC),26-01-2016,
Vijayawada,26-01-2016,400
W.Godavari,26-01-2016,400
Warangal,26-01-2016,408
Allahabad (CC),26-01-2016,424
Bhopal,26-01-2016,425
Hospet,26-01-2016,390
Kanpur (CC),26-01-2016,452
Jabalpur,26-01-2016,428
Pune,26-01-2016,445
Kolkata (WB),26-01-2016,423
Luknow (CC),26-01-2016,460
Raipur,26-01-2016,430
Surat,26-01-2016,
Varanasi (CC),26-01-2016,447
Indore (CC),26-01-2016,410
Patna,26-01-2016,
Vizag,26-01-2016,405
Namakkal,26-01-2016,415
Nagpur,26-01-2016,411
Ahmedabad,26-01-2016,445
Ajmer,26-01-2016,421
Asansole,26-01-2016,
Barwala,26-01-2016,428
Brahmapur (OD),26-01-2016,
Burdwan (CC),26-01-2016,
Chennai (CC),26-01-2016,425
Bengaluru (CC),26-01-2016,420
Delhi (CC),26-01-2016,450
Chittoor,26-01-2016,418
Muzaffurpur (CC),26-01-2016,
Mumbai (CC),26-01-2016,445
Midnapur (KOL),26-01-2016,
Mysuru,26-01-2016,423
Hyderabad,26-01-2016,405
E.Godavari,26-01-2016,400
Ludhiana,26-01-2016,422
Allahabad (CC),27-01-2016,428
Pune,27-01-2016,445
Ranchi (CC),27-01-2016,
Vijayawada,27-01-2016,405
Vizag,27-01-2016,410
W.Godavari,27-01-2016,405
Warangal,27-01-2016,413
Bhopal,27-01-2016,430
Patna,27-01-2016,
Indore (CC),27-01-2016,410
Jabalpur,27-01-2016,432
Kanpur (CC),27-01-2016,452
Kolkata (WB),27-01-2016,430
Luknow (CC),27-01-2016,460
Raipur,27-01-2016,445
Surat,27-01-2016,
Hospet,27-01-2016,393
Varanasi (CC),27-01-2016,447
Namakkal,27-01-2016,415
Mysuru,27-01-2016,423
Ahmedabad,27-01-2016,445
Ajmer,27-01-2016,413
Asansole,27-01-2016,
Barwala,27-01-2016,413
Bengaluru (CC),27-01-2016,423
Brahmapur (OD),27-01-2016,
Burdwan (CC),27-01-2016,
Chennai (CC),27-01-2016,425
Nagpur,27-01-2016,415
Delhi (CC),27-01-2016,450
E.Godavari,27-01-2016,405
Hyderabad,27-01-2016,410
Ludhiana,27-01-2016,423
Midnapur (KOL),27-01-2016,
Mumbai (CC),27-01-2016,445
Muzaffurpur (CC),27-01-2016,
Chittoor,27-01-2016,418
Pune,28-01-2016,450
Ranchi (CC),28-01-2016,
Vijayawada,28-01-2016,405
Vizag,28-01-2016,410
W.Godavari,28-01-2016,405
Warangal,28-01-2016,413
Allahabad (CC),28-01-2016,428
Bhopal,28-01-2016,435
Kanpur (CC),28-01-2016,452
Indore (CC),28-01-2016,415
Jabalpur,28-01-2016,432
Kolkata (WB),28-01-2016,435
Luknow (CC),28-01-2016,460
Raipur,28-01-2016,447
Surat,28-01-2016,
Patna,28-01-2016,
Hospet,28-01-2016,393
Varanasi (CC),28-01-2016,447
Namakkal,28-01-2016,415
Mysuru,28-01-2016,423
Nagpur,28-01-2016,415
Ahmedabad,28-01-2016,450
Ajmer,28-01-2016,403
Asansole,28-01-2016,
Barwala,28-01-2016,405
Brahmapur (OD),28-01-2016,
Burdwan (CC),28-01-2016,
Chennai (CC),28-01-2016,425
Bengaluru (CC),28-01-2016,423
Delhi (CC),28-01-2016,450
E.Godavari,28-01-2016,405
Hyderabad,28-01-2016,410
Ludhiana,28-01-2016,423
Midnapur (KOL),28-01-2016,
Mumbai (CC),28-01-2016,450
Muzaffurpur (CC),28-01-2016,
Chittoor,28-01-2016,418
Allahabad (CC),29-01-2016,424
Pune,29-01-2016,450
Ranchi (CC),29-01-2016,
Vijayawada,29-01-2016,405
Vizag,29-01-2016,410
W.Godavari,29-01-2016,405
Warangal,29-01-2016,413
Bhopal,29-01-2016,435
Patna,29-01-2016,
Indore (CC),29-01-2016,415
Jabalpur,29-01-2016,432
Kanpur (CC),29-01-2016,438
Kolkata (WB),29-01-2016,435
Luknow (CC),29-01-2016,460
Raipur,29-01-2016,440
Surat,29-01-2016,
Hospet,29-01-2016,393
Namakkal,29-01-2016,415
Varanasi (CC),29-01-2016,447
Mysuru,29-01-2016,423
Ahmedabad,29-01-2016,450
Ajmer,29-01-2016,395
Asansole,29-01-2016,
Barwala,29-01-2016,398
Bengaluru (CC),29-01-2016,423
Brahmapur (OD),29-01-2016,
Burdwan (CC),29-01-2016,
Chennai (CC),29-01-2016,425
Nagpur,29-01-2016,415
Delhi (CC),29-01-2016,430
E.Godavari,29-01-2016,405
Hyderabad,29-01-2016,410
Ludhiana,29-01-2016,408
Midnapur (KOL),29-01-2016,
Mumbai (CC),29-01-2016,450
Muzaffurpur (CC),29-01-2016,
Chittoor,29-01-2016,418
Ranchi (CC),30-01-2016,
Vijayawada,30-01-2016,405
Vizag,30-01-2016,410
W.Godavari,30-01-2016,405
Warangal,30-01-2016,398
Allahabad (CC),30-01-2016,424
Bhopal,30-01-2016,425
Hospet,30-01-2016,393
Kolkata (WB),30-01-2016,435
Jabalpur,30-01-2016,417
Kanpur (CC),30-01-2016,438
Luknow (CC),30-01-2016,460
Raipur,30-01-2016,430
Surat,30-01-2016,
Varanasi (CC),30-01-2016,447
Pune,30-01-2016,440
Indore (CC),30-01-2016,410
Patna,30-01-2016,
Namakkal,30-01-2016,415
Nagpur,30-01-2016,403
Ajmer,30-01-2016,395
Asansole,30-01-2016,
Barwala,30-01-2016,398
Bengaluru (CC),30-01-2016,423
Brahmapur (OD),30-01-2016,
Burdwan (CC),30-01-2016,
Chennai (CC),30-01-2016,425
Chittoor,30-01-2016,418
Ahmedabad,30-01-2016,425
E.Godavari,30-01-2016,405
Hyderabad,30-01-2016,395
Ludhiana,30-01-2016,398
Midnapur (KOL),30-01-2016,
Mumbai (CC),30-01-2016,435
Muzaffurpur (CC),30-01-2016,
Mysuru,30-01-2016,423
Delhi (CC),30-01-2016,430
Pune,31-01-2016,430
Ranchi (CC),31-01-2016,
Vijayawada,31-01-2016,405
Vizag,31-01-2016,410
W.Godavari,31-01-2016,405
Warangal,31-01-2016,388
Allahabad (CC),31-01-2016,414
Hospet,31-01-2016,380
Kolkata (WB),31-01-2016,435
Jabalpur,31-01-2016,410
Kanpur (CC),31-01-2016,424
Luknow (CC),31-01-2016,457
Raipur,31-01-2016,418
Surat,31-01-2016,
Varanasi (CC),31-01-2016,440
Patna,31-01-2016,
Indore (CC),31-01-2016,410
Namakkal,31-01-2016,415
Bhopal,31-01-2016,405
Mysuru,31-01-2016,423
Nagpur,31-01-2016,392
Ajmer,31-01-2016,390
Asansole,31-01-2016,
Barwala,31-01-2016,388
Bengaluru (CC),31-01-2016,420
Brahmapur (OD),31-01-2016,
Burdwan (CC),31-01-2016,
Chennai (CC),31-01-2016,425
Ahmedabad,31-01-2016,415
Delhi (CC),31-01-2016,418
E.Godavari,31-01-2016,405
Hyderabad,31-01-2016,385
Ludhiana,31-01-2016,398
Midnapur (KOL),31-01-2016,
Mumbai (CC),31-01-2016,435
Chittoor,31-01-2016,418
Muzaffurpur (CC),31-01-2016,
Ajmer,01-02-2016,401
Pune,01-02-2016,444
Ranchi (CC),01-02-2016,
Vijayawada,01-02-2016,407
Vizag,01-02-2016,415
W.Godavari,01-02-2016,407
Warangal,01-02-2016,408
Allahabad (CC),01-02-2016,428
Jabalpur,01-02-2016,419
Indore (CC),01-02-2016,408
Kanpur (CC),01-02-2016,452
Kolkata (WB),01-02-2016,445
Luknow (CC),01-02-2016,457
Raipur,01-02-2016,425
Patna,01-02-2016,
Bhopal,01-02-2016,430
Namakkal,01-02-2016,402
Hospet,01-02-2016,380
Mysuru,01-02-2016,422
Nagpur,01-02-2016,405
Varanasi (CC),01-02-2016,450
Asansole,01-02-2016,
Barwala,01-02-2016,409
Bengaluru (CC),01-02-2016,422
Brahmapur (OD),01-02-2016,
Burdwan (CC),01-02-2016,
Chennai (CC),01-02-2016,428
Surat,01-02-2016,
Delhi (CC),01-02-2016,425
Ahmedabad,01-02-2016,444
E.Godavari,01-02-2016,407
Hyderabad,01-02-2016,405
Ludhiana,01-02-2016,405
Midnapur (KOL),01-02-2016,
Mumbai (CC),01-02-2016,449
Chittoor,01-02-2016,421
Muzaffurpur (CC),01-02-2016,
Mumbai (CC),02-02-2016,415
Midnapur (KOL),02-02-2016,
Ludhiana,02-02-2016,373
Hyderabad,02-02-2016,375
E.Godavari,02-02-2016,383
Delhi (CC),02-02-2016,395
Brahmapur (OD),02-02-2016,
Chennai (CC),02-02-2016,410
Burdwan (CC),02-02-2016,
Muzaffurpur (CC),02-02-2016,
Bengaluru (CC),02-02-2016,390
Barwala,02-02-2016,370
Asansole,02-02-2016,
Ajmer,02-02-2016,370
Ahmedabad,02-02-2016,405
Chittoor,02-02-2016,403
Mysuru,02-02-2016,395
Ranchi (CC),02-02-2016,
Namakkal,02-02-2016,400
Varanasi (CC),02-02-2016,435
Surat,02-02-2016,
Raipur,02-02-2016,410
Luknow (CC),02-02-2016,457
Kolkata (WB),02-02-2016,422
Kanpur (CC),02-02-2016,420
Jabalpur,02-02-2016,393
Nagpur,02-02-2016,375
Indore (CC),02-02-2016,390
Bhopal,02-02-2016,395
Warangal,02-02-2016,378
W.Godavari,02-02-2016,383
Vizag,02-02-2016,398
Vijayawada,02-02-2016,383
Pune,02-02-2016,415
Patna,02-02-2016,
Hospet,02-02-2016,360
Allahabad (CC),02-02-2016,410
Warangal,03-02-2016,293
Ajmer,03-02-2016,270
Pune,03-02-2016,320
Ranchi (CC),03-02-2016,
Vijayawada,03-02-2016,295
Vizag,03-02-2016,305
W.Godavari,03-02-2016,295
Allahabad (CC),03-02-2016,314
Patna,03-02-2016,
Bhopal,03-02-2016,310
Indore (CC),03-02-2016,315
Jabalpur,03-02-2016,295
Kanpur (CC),03-02-2016,333
Kolkata (WB),03-02-2016,335
Luknow (CC),03-02-2016,350
Raipur,03-02-2016,310
Hospet,03-02-2016,285
Ahmedabad,03-02-2016,320
Namakkal,03-02-2016,320
Mysuru,03-02-2016,330
Asansole,03-02-2016,
Barwala,03-02-2016,290
Bengaluru (CC),03-02-2016,320
Brahmapur (OD),03-02-2016,
Burdwan (CC),03-02-2016,
Chennai (CC),03-02-2016,335
Nagpur,03-02-2016,288
Chittoor,03-02-2016,328
E.Godavari,03-02-2016,295
Hyderabad,03-02-2016,290
Ludhiana,03-02-2016,283
Midnapur (KOL),03-02-2016,
Mumbai (CC),03-02-2016,325
Muzaffurpur (CC),03-02-2016,
Delhi (CC),03-02-2016,300
Surat,03-02-2016,
Varanasi (CC),03-02-2016,337
Patna,04-02-2016,
Muzaffurpur (CC),04-02-2016,
Mumbai (CC),04-02-2016,350
Midnapur (KOL),04-02-2016,
Ludhiana,04-02-2016,293
Hyderabad,04-02-2016,320
E.Godavari,04-02-2016,318
Mysuru,04-02-2016,355
Chittoor,04-02-2016,348
Burdwan (CC),04-02-2016,
Brahmapur (OD),04-02-2016,
Bengaluru (CC),04-02-2016,355
Barwala,04-02-2016,307
Asansole,04-02-2016,
Ajmer,04-02-2016,291
Chennai (CC),04-02-2016,355
Ahmedabad,04-02-2016,335
Nagpur,04-02-2016,305
Pune,04-02-2016,345
Raipur,04-02-2016,330
Luknow (CC),04-02-2016,350
Kolkata (WB),04-02-2016,358
Kanpur (CC),04-02-2016,348
Jabalpur,04-02-2016,323
Indore (CC),04-02-2016,315
Namakkal,04-02-2016,350
Hospet,04-02-2016,320
Allahabad (CC),04-02-2016,328
Warangal,04-02-2016,323
W.Godavari,04-02-2016,318
Vizag,04-02-2016,326
Vijayawada,04-02-2016,318
Ranchi (CC),04-02-2016,
Bhopal,04-02-2016,325
Varanasi (CC),04-02-2016,350
Delhi (CC),04-02-2016,306
Surat,04-02-2016,
Raipur,05-02-2016,330
Pune,05-02-2016,325
Ranchi (CC),05-02-2016,
Vijayawada,05-02-2016,290
Vizag,05-02-2016,295
W.Godavari,05-02-2016,290
Warangal,05-02-2016,307
Allahabad (CC),05-02-2016,328
Bhopal,05-02-2016,310
Hospet,05-02-2016,297
Indore (CC),05-02-2016,300
Jabalpur,05-02-2016,320
Kanpur (CC),05-02-2016,333
Kolkata (WB),05-02-2016,315
Luknow (CC),05-02-2016,333
Patna,05-02-2016,
Namakkal,05-02-2016,325
Nagpur,05-02-2016,307
Mysuru,05-02-2016,345
Asansole,05-02-2016,
Barwala,05-02-2016,297
Bengaluru (CC),05-02-2016,330
Brahmapur (OD),05-02-2016,
Burdwan (CC),05-02-2016,
Chennai (CC),05-02-2016,330
Ajmer,05-02-2016,303
Chittoor,05-02-2016,323
E.Godavari,05-02-2016,290
Hyderabad,05-02-2016,304
Ludhiana,05-02-2016,281
Midnapur (KOL),05-02-2016,
Mumbai (CC),05-02-2016,331
Muzaffurpur (CC),05-02-2016,
Delhi (CC),05-02-2016,297
Surat,05-02-2016,
Ahmedabad,05-02-2016,336
Varanasi (CC),05-02-2016,333
Mysuru,06-02-2016,405
Muzaffurpur (CC),06-02-2016,
Mumbai (CC),06-02-2016,385
Midnapur (KOL),06-02-2016,
Ludhiana,06-02-2016,338
Ajmer,06-02-2016,335
Asansole,06-02-2016,
Namakkal,06-02-2016,390
E.Godavari,06-02-2016,350
Delhi (CC),06-02-2016,354
Chittoor,06-02-2016,413
Chennai (CC),06-02-2016,420
Burdwan (CC),06-02-2016,
Brahmapur (OD),06-02-2016,
Bengaluru (CC),06-02-2016,395
Nagpur,06-02-2016,360
Hyderabad,06-02-2016,350
Patna,06-02-2016,
Pune,06-02-2016,385
Varanasi (CC),06-02-2016,390
Surat,06-02-2016,
Raipur,06-02-2016,371
Luknow (CC),06-02-2016,380
Kolkata (WB),06-02-2016,385
Kanpur (CC),06-02-2016,371
Jabalpur,06-02-2016,366
Barwala,06-02-2016,348
Indore (CC),06-02-2016,345
Bhopal,06-02-2016,365
Allahabad (CC),06-02-2016,371
Warangal,06-02-2016,353
W.Godavari,06-02-2016,350
Vizag,06-02-2016,360
Vijayawada,06-02-2016,350
Ranchi (CC),06-02-2016,
Hospet,06-02-2016,360
Ahmedabad,06-02-2016,378
Asansole,07-02-2016,
Brahmapur (OD),07-02-2016,
Jabalpur,07-02-2016,429
Patna,07-02-2016,
Vijayawada,07-02-2016,411
Ranchi (CC),07-02-2016,
Pune,07-02-2016,467
Namakkal,07-02-2016,435
Nagpur,07-02-2016,421
Mysuru,07-02-2016,456
Muzaffurpur (CC),07-02-2016,
Vizag,07-02-2016,416
Bengaluru (CC),07-02-2016,450
Midnapur (KOL),07-02-2016,
Ludhiana,07-02-2016,383
Hyderabad,07-02-2016,414
E.Godavari,07-02-2016,411
Delhi (CC),07-02-2016,398
Chittoor,07-02-2016,453
Chennai (CC),07-02-2016,460
Mumbai (CC),07-02-2016,464
Burdwan (CC),07-02-2016,
Barwala,07-02-2016,398
Warangal,07-02-2016,416
Ajmer,07-02-2016,397
Ahmedabad,07-02-2016,452
Varanasi (CC),07-02-2016,433
W.Godavari,07-02-2016,411
Raipur,07-02-2016,422
Luknow (CC),07-02-2016,440
Surat,07-02-2016,
Kanpur (CC),07-02-2016,419
Indore (CC),07-02-2016,410
Hospet,07-02-2016,415
Bhopal,07-02-2016,430
Allahabad (CC),07-02-2016,423
Kolkata (WB),07-02-2016,445
Namakkal,08-02-2016,435
Pune,08-02-2016,435
Ranchi (CC),08-02-2016,
Vijayawada,08-02-2016,398
Vizag,08-02-2016,406
W.Godavari,08-02-2016,398
Patna,08-02-2016,
Mumbai (CC),08-02-2016,443
Midnapur (KOL),08-02-2016,
E.Godavari,08-02-2016,398
Hyderabad,08-02-2016,396
Ludhiana,08-02-2016,363
Nagpur,08-02-2016,385
Mysuru,08-02-2016,446
Muzaffurpur (CC),08-02-2016,
Warangal,08-02-2016,395
Allahabad (CC),08-02-2016,405
Ahmedabad,08-02-2016,450
Hospet,08-02-2016,395
Delhi (CC),08-02-2016,380
Ajmer,08-02-2016,377
Asansole,08-02-2016,
Barwala,08-02-2016,380
Bengaluru (CC),08-02-2016,430
Brahmapur (OD),08-02-2016,
Burdwan (CC),08-02-2016,
Bhopal,08-02-2016,410
Chennai (CC),08-02-2016,460
Surat,08-02-2016,
Raipur,08-02-2016,390
Luknow (CC),08-02-2016,430
Kolkata (WB),08-02-2016,433
Kanpur (CC),08-02-2016,409
Jabalpur,08-02-2016,405
Indore (CC),08-02-2016,400
Varanasi (CC),08-02-2016,417
Chittoor,08-02-2016,453
Asansole,09-02-2016,
Ajmer,09-02-2016,330
Nagpur,09-02-2016,320
Mysuru,09-02-2016,335
Muzaffurpur (CC),09-02-2016,
Mumbai (CC),09-02-2016,355
Midnapur (KOL),09-02-2016,
Ludhiana,09-02-2016,331
Namakkal,09-02-2016,340
E.Godavari,09-02-2016,325
Chittoor,09-02-2016,353
Chennai (CC),09-02-2016,360
Burdwan (CC),09-02-2016,
Brahmapur (OD),09-02-2016,
Bengaluru (CC),09-02-2016,335
Barwala,09-02-2016,341
Delhi (CC),09-02-2016,346
Patna,09-02-2016,
Pune,09-02-2016,332
Ranchi (CC),09-02-2016,
Varanasi (CC),09-02-2016,370
Surat,09-02-2016,
Raipur,09-02-2016,333
Luknow (CC),09-02-2016,390
Kolkata (WB),09-02-2016,355
Kanpur (CC),09-02-2016,367
Jabalpur,09-02-2016,337
Indore (CC),09-02-2016,338
Hospet,09-02-2016,300
Bhopal,09-02-2016,335
Allahabad (CC),09-02-2016,343
Warangal,09-02-2016,320
W.Godavari,09-02-2016,325
Vizag,09-02-2016,332
Vijayawada,09-02-2016,325
Ahmedabad,09-02-2016,344
Hyderabad,09-02-2016,318
Surat,10-02-2016,
Luknow (CC),10-02-2016,390
Chittoor,10-02-2016,358
Hospet,10-02-2016,320
Indore (CC),10-02-2016,335
Jabalpur,10-02-2016,348
Kanpur (CC),10-02-2016,381
Kolkata (WB),10-02-2016,402
Brahmapur (OD),10-02-2016,
Raipur,10-02-2016,350
Ahmedabad,10-02-2016,385
Varanasi (CC),10-02-2016,380
Ajmer,10-02-2016,337
Asansole,10-02-2016,
Barwala,10-02-2016,352
Chennai (CC),10-02-2016,365
Burdwan (CC),10-02-2016,
Delhi (CC),10-02-2016,350
E.Godavari,10-02-2016,363
Bengaluru (CC),10-02-2016,355
Ludhiana,10-02-2016,338
Hyderabad,10-02-2016,345
Vijayawada,10-02-2016,363
Ranchi (CC),10-02-2016,
Pune,10-02-2016,385
Patna,10-02-2016,
Nagpur,10-02-2016,336
Mysuru,10-02-2016,358
Muzaffurpur (CC),10-02-2016,
Mumbai (CC),10-02-2016,390
Namakkal,10-02-2016,350
Bhopal,10-02-2016,350
Vizag,10-02-2016,372
Midnapur (KOL),10-02-2016,
W.Godavari,10-02-2016,363
Warangal,10-02-2016,346
Allahabad (CC),10-02-2016,357
W.Godavari,11-02-2016,395
Warangal,11-02-2016,394
Allahabad (CC),11-02-2016,421
Bhopal,11-02-2016,420
Hospet,11-02-2016,380
Luknow (CC),11-02-2016,433
Jabalpur,11-02-2016,415
Delhi (CC),11-02-2016,412
Kanpur (CC),11-02-2016,428
Vizag,11-02-2016,393
Surat,11-02-2016,
Raipur,11-02-2016,418
Indore (CC),11-02-2016,410
Vijayawada,11-02-2016,395
Mysuru,11-02-2016,414
Pune,11-02-2016,435
Chittoor,11-02-2016,410
Chennai (CC),11-02-2016,417
Burdwan (CC),11-02-2016,
Brahmapur (OD),11-02-2016,
Bengaluru (CC),11-02-2016,415
Barwala,11-02-2016,403
Asansole,11-02-2016,
Ajmer,11-02-2016,395
Ranchi (CC),11-02-2016,
Ahmedabad,11-02-2016,432
Hyderabad,11-02-2016,391
Ludhiana,11-02-2016,390
Midnapur (KOL),11-02-2016,
Mumbai (CC),11-02-2016,437
Muzaffurpur (CC),11-02-2016,
Nagpur,11-02-2016,402
Namakkal,11-02-2016,402
Patna,11-02-2016,
Varanasi (CC),11-02-2016,440
Kolkata (WB),11-02-2016,417
E.Godavari,11-02-2016,395
Vizag,12-02-2016,363
Jabalpur,12-02-2016,382
Indore (CC),12-02-2016,390
Hospet,12-02-2016,360
Bhopal,12-02-2016,385
Allahabad (CC),12-02-2016,414
Warangal,12-02-2016,370
W.Godavari,12-02-2016,365
Vijayawada,12-02-2016,365
Ranchi (CC),12-02-2016,
Pune,12-02-2016,410
Patna,12-02-2016,
Namakkal,12-02-2016,390
Nagpur,12-02-2016,368
Mysuru,12-02-2016,398
Muzaffurpur (CC),12-02-2016,
Mumbai (CC),12-02-2016,410
Midnapur (KOL),12-02-2016,
Ludhiana,12-02-2016,364
Hyderabad,12-02-2016,365
Delhi (CC),12-02-2016,390
Chittoor,12-02-2016,395
Chennai (CC),12-02-2016,402
Burdwan (CC),12-02-2016,
Brahmapur (OD),12-02-2016,
Bengaluru (CC),12-02-2016,395
Barwala,12-02-2016,376
Asansole,12-02-2016,
Ajmer,12-02-2016,372
Ahmedabad,12-02-2016,404
Kanpur (CC),12-02-2016,409
Kolkata (WB),12-02-2016,398
E.Godavari,12-02-2016,365
Raipur,12-02-2016,377
Surat,12-02-2016,
Varanasi (CC),12-02-2016,423
Luknow (CC),12-02-2016,420
Surat,13-02-2016,
Varanasi (CC),13-02-2016,400
Ajmer,13-02-2016,348
Asansole,13-02-2016,
Barwala,13-02-2016,356
Bengaluru (CC),13-02-2016,375
Brahmapur (OD),13-02-2016,
Burdwan (CC),13-02-2016,
Chennai (CC),13-02-2016,385
Muzaffurpur (CC),13-02-2016,
Mumbai (CC),13-02-2016,405
Midnapur (KOL),13-02-2016,
Ludhiana,13-02-2016,350
Hyderabad,13-02-2016,365
E.Godavari,13-02-2016,360
Mysuru,13-02-2016,377
Raipur,13-02-2016,377
Luknow (CC),13-02-2016,400
Kolkata (WB),13-02-2016,396
Namakkal,13-02-2016,372
Patna,13-02-2016,
Pune,13-02-2016,395
Ranchi (CC),13-02-2016,
Vijayawada,13-02-2016,360
Ahmedabad,13-02-2016,395
Vizag,13-02-2016,375
Delhi (CC),13-02-2016,370
W.Godavari,13-02-2016,360
Nagpur,13-02-2016,355
Allahabad (CC),13-02-2016,367
Bhopal,13-02-2016,375
Hospet,13-02-2016,340
Indore (CC),13-02-2016,370
Jabalpur,13-02-2016,367
Kanpur (CC),13-02-2016,395
Warangal,13-02-2016,368
Chittoor,13-02-2016,378
Ahmedabad,14-02-2016,395
Burdwan (CC),14-02-2016,
Brahmapur (OD),14-02-2016,
Bengaluru (CC),14-02-2016,375
Barwala,14-02-2016,350
Asansole,14-02-2016,
Ajmer,14-02-2016,342
Delhi (CC),14-02-2016,370
Chennai (CC),14-02-2016,385
Chittoor,14-02-2016,378
Hyderabad,14-02-2016,365
E.Godavari,14-02-2016,360
Varanasi (CC),14-02-2016,393
Raipur,14-02-2016,370
Luknow (CC),14-02-2016,400
Kolkata (WB),14-02-2016,392
Kanpur (CC),14-02-2016,386
Jabalpur,14-02-2016,365
Indore (CC),14-02-2016,370
Hospet,14-02-2016,340
Bhopal,14-02-2016,365
Allahabad (CC),14-02-2016,362
Warangal,14-02-2016,368
W.Godavari,14-02-2016,360
Surat,14-02-2016,
Vijayawada,14-02-2016,360
Ranchi (CC),14-02-2016,
Pune,14-02-2016,395
Patna,14-02-2016,
Namakkal,14-02-2016,372
Nagpur,14-02-2016,352
Mysuru,14-02-2016,377
Muzaffurpur (CC),14-02-2016,
Mumbai (CC),14-02-2016,405
Midnapur (KOL),14-02-2016,
Ludhiana,14-02-2016,343
Vizag,14-02-2016,375
Midnapur (KOL),15-02-2016,
Mumbai (CC),15-02-2016,405
Muzaffurpur (CC),15-02-2016,
Pune,15-02-2016,395
Nagpur,15-02-2016,350
Namakkal,15-02-2016,372
Patna,15-02-2016,
Ludhiana,15-02-2016,343
Mysuru,15-02-2016,377
Hyderabad,15-02-2016,365
Brahmapur (OD),15-02-2016,
Delhi (CC),15-02-2016,370
Chittoor,15-02-2016,378
Chennai (CC),15-02-2016,385
Burdwan (CC),15-02-2016,
Bengaluru (CC),15-02-2016,375
Barwala,15-02-2016,343
Asansole,15-02-2016,
Ajmer,15-02-2016,332
Ahmedabad,15-02-2016,395
Ranchi (CC),15-02-2016,
E.Godavari,15-02-2016,360
Vijayawada,15-02-2016,360
Vizag,15-02-2016,375
W.Godavari,15-02-2016,360
Varanasi (CC),15-02-2016,387
Surat,15-02-2016,
Raipur,15-02-2016,363
Kolkata (WB),15-02-2016,390
Kanpur (CC),15-02-2016,381
Luknow (CC),15-02-2016,393
Indore (CC),15-02-2016,370
Hospet,15-02-2016,340
Bhopal,15-02-2016,365
Allahabad (CC),15-02-2016,357
Warangal,15-02-2016,368
Jabalpur,15-02-2016,362
Warangal,16-02-2016,358
Pune,16-02-2016,385
Ranchi (CC),16-02-2016,
Vijayawada,16-02-2016,347
Vizag,16-02-2016,360
W.Godavari,16-02-2016,347
Allahabad (CC),16-02-2016,357
Luknow (CC),16-02-2016,393
Hospet,16-02-2016,338
Indore (CC),16-02-2016,375
Jabalpur,16-02-2016,357
Kanpur (CC),16-02-2016,371
Kolkata (WB),16-02-2016,378
Patna,16-02-2016,
Raipur,16-02-2016,355
Bhopal,16-02-2016,360
Namakkal,16-02-2016,372
Hyderabad,16-02-2016,355
Mysuru,16-02-2016,377
Ahmedabad,16-02-2016,395
Ajmer,16-02-2016,332
Asansole,16-02-2016,
Barwala,16-02-2016,335
Bengaluru (CC),16-02-2016,370
Brahmapur (OD),16-02-2016,
Burdwan (CC),16-02-2016,
Nagpur,16-02-2016,345
Chennai (CC),16-02-2016,385
Delhi (CC),16-02-2016,355
E.Godavari,16-02-2016,347
Varanasi (CC),16-02-2016,387
Ludhiana,16-02-2016,338
Midnapur (KOL),16-02-2016,
Mumbai (CC),16-02-2016,395
Muzaffurpur (CC),16-02-2016,
Chittoor,16-02-2016,378
Surat,16-02-2016,
Namakkal,17-02-2016,372
Delhi (CC),17-02-2016,355
Vijayawada,17-02-2016,340
Vizag,17-02-2016,353
W.Godavari,17-02-2016,340
Warangal,17-02-2016,348
Allahabad (CC),17-02-2016,357
Bhopal,17-02-2016,355
Ranchi (CC),17-02-2016,
Hospet,17-02-2016,338
Jabalpur,17-02-2016,350
Kanpur (CC),17-02-2016,371
Kolkata (WB),17-02-2016,378
Luknow (CC),17-02-2016,390
Raipur,17-02-2016,350
Surat,17-02-2016,
